,rated,turns,white_rating,black_rating,opening_moves,winner
2746,1,36,1257,1715,2,1
2747,1,41,1923,1258,5,0
2748,1,38,1262,1661,5,1
2749,1,70,1265,1720,2,1
2750,1,39,1782,1268,3,0
2751,1,25,1551,1276,5,0
2752,1,23,1810,1278,5,0
2753,1,19,1283,1668,3,1
2754,1,43,2003,1284,5,0
2755,1,109,1239,1699,3,0
2756,1,45,1670,1243,6,0
2757,1,46,1246,1759,8,1
2758,1,40,1252,1611,3,1
2759,1,31,1955,1253,10,0
2760,1,32,1256,1703,6,1
2761,1,45,1866,1258,9,0
2762,1,96,1666,1212,4,1
2763,1,52,1212,2215,6,1
2764,1,69,1928,1213,6,0
2765,1,58,1178,1616,7,1
2766,1,48,1268,1142,3,1
2767,1,72,1017,1122,7,1
2768,1,104,1152,1158,8,1
2769,1,93,983,1167,5,0
2770,1,55,1168,1833,3,1
2771,1,38,1182,1429,3,1
2772,1,68,1347,1417,8,1
2773,1,65,1406,1371,4,0
2774,1,32,1467,1390,8,1
2775,1,99,1423,1402,6,0
2776,1,83,1411,1431,7,0
2777,1,52,1358,1420,5,1
2778,0,17,1422,1500,4,0
2779,0,72,1500,1422,2,1
2780,1,23,1416,1330,6,0
2781,1,50,1173,1410,3,1
2782,1,39,1725,1402,2,0
2783,1,104,1550,1372,8,1
2784,1,35,1355,1352,2,0
2785,1,125,1452,1351,9,0
2786,1,80,1362,1458,6,1
2787,0,56,1500,1362,3,1
2788,1,6,1375,1435,1,1
2789,0,77,1500,1375,2,0
2790,1,14,1355,1431,2,0
2791,1,49,1333,1471,3,0
2792,0,101,1831,1520,5,0
2793,0,39,1864,1520,6,0
2794,0,47,1288,1520,6,0
2795,1,24,1616,1504,6,1
2796,0,122,1584,1504,4,1
2797,0,58,1504,1612,4,1
2798,0,68,1504,1737,5,1
2799,0,66,1504,1500,4,1
2800,0,58,1500,1504,3,1
2801,0,51,1504,1500,3,0
2802,0,38,1500,1504,3,1
2803,0,61,1606,1504,5,0
2804,0,74,1504,1606,5,1
2805,0,56,1500,1504,3,1
2806,0,81,1504,1500,2,0
2807,0,54,1500,1504,3,1
2808,0,41,1504,1500,4,0
2809,0,62,1500,1504,2,1
2810,0,42,943,1504,2,1
2811,0,89,1504,1184,6,0
2812,1,33,1428,1507,4,0
2813,1,28,1233,1503,6,1
2814,1,25,1500,1149,3,0
2815,0,56,1587,1500,4,1
2816,0,16,1500,1587,7,1
2817,0,66,1587,1500,2,1
2818,0,77,1500,1500,6,0
2819,0,73,1500,1500,3,0
2820,0,19,1527,1500,6,0
2821,0,58,1500,1500,3,1
2822,0,34,1500,1700,5,1
2823,0,21,1500,1457,6,0
2824,0,95,1500,1648,3,0
2825,0,73,1712,1500,10,0
2826,0,46,1500,1712,6,1
2827,0,78,1500,1500,3,1
2828,0,43,1788,1500,6,0
2829,0,39,1500,1500,5,0
2830,0,59,1500,1500,3,0
2831,0,22,1500,1500,4,1
2832,0,45,1500,1479,6,0
2833,0,61,1381,1500,6,0
2834,0,10,1500,1500,6,1
2835,0,107,1702,1500,3,0
2836,1,44,1665,1697,6,1
2837,1,81,1668,1543,3,0
2838,1,117,1659,1628,2,0
2839,1,38,1680,1633,2,1
2840,1,79,1680,1700,2,0
2841,1,84,1696,1527,3,1
2842,1,47,1693,1386,4,0
2843,1,57,1687,1624,2,0
2844,1,100,1691,1386,5,0
2845,1,89,1684,1560,2,0
2846,1,38,1672,1702,2,0
2847,1,66,1579,1664,5,1
2848,1,58,1678,1565,2,1
2849,1,97,1680,1600,2,0
2850,1,88,1691,1696,4,1
2851,1,23,1684,1703,6,0
2852,1,62,1717,1618,6,1
2853,1,95,1626,1708,2,1
2854,1,96,1722,1612,6,1
2855,1,94,1730,1848,6,1
2856,1,79,1724,1560,6,0
2857,1,77,1519,1740,5,0
2858,1,31,1738,1370,7,0
2859,1,80,1656,1729,4,1
2860,1,57,1628,1721,3,1
2861,1,42,1728,1853,8,1
2862,1,135,1719,1677,4,0
2863,1,114,1687,1709,1,1
2864,1,36,1721,1679,2,1
2865,1,147,1696,1722,6,0
2866,1,37,1718,1436,4,0
2867,1,87,1709,1629,4,0
2868,1,123,1704,1510,2,0
2869,1,89,1695,1643,2,0
2870,1,10,1518,1689,6,1
2871,1,71,1683,1495,4,0
2872,1,54,1694,1707,5,1
2873,1,62,1744,1681,3,1
2874,1,34,1482,1472,2,1
2875,1,43,1473,1401,4,0
2876,1,90,1221,1368,2,1
2877,1,51,1481,1293,1,0
2878,1,10,1500,1432,3,1
2879,1,95,1403,1182,6,0
2880,1,22,1365,1163,3,1
2881,1,22,1163,1985,3,1
2882,1,91,1153,1103,4,0
2883,1,78,1158,1383,3,1
2884,1,13,1147,1108,5,0
2885,1,102,1206,1132,1,1
2886,1,67,1103,1146,3,0
2887,1,29,1127,1296,3,0
2888,1,97,1111,1198,2,0
2889,1,69,1172,1122,4,0
2890,1,40,1136,1128,3,1
2891,1,60,1160,796,4,1
2892,1,144,795,1157,3,1
2893,1,82,1084,1146,2,1
2894,0,73,1146,995,5,0
2895,1,62,1158,1191,3,1
2896,1,115,1143,1191,5,0
2897,1,67,1002,1163,4,0
2898,1,62,1148,1165,2,0
2899,1,60,1161,1200,3,1
2900,1,57,1011,1184,3,0
2901,0,48,1184,1070,1,1
2902,0,22,1176,1070,2,1
2903,0,42,1160,1070,2,1
2904,1,99,1134,1023,3,0
2905,1,100,1129,1248,3,0
2906,1,72,1026,1116,4,1
2907,1,90,1140,1011,2,1
2908,1,33,995,1167,3,0
2909,1,101,1156,997,2,0
2910,1,80,1178,1132,2,1
2911,1,54,1089,1162,3,1
2912,1,72,1092,1144,2,1
2913,1,38,1172,1077,2,1
2914,1,62,1112,1151,3,1
2915,1,7,1131,1071,4,0
2916,0,50,1211,1500,6,1
2917,1,43,1834,1218,4,0
2918,0,43,1742,1218,3,0
2919,0,17,1742,1218,2,0
2920,1,113,1500,1261,2,0
2921,1,18,1317,1538,2,1
2922,0,46,1317,1500,3,1
2923,0,23,1500,1317,5,0
2924,1,39,1940,1327,3,0
2925,1,63,1504,1500,2,0
2926,1,3,1590,1388,1,0
2927,1,26,1391,1774,6,1
2928,1,69,1731,1395,6,0
2929,1,117,1686,1400,7,0
2930,1,48,1408,1577,6,1
2931,1,32,1418,1741,4,1
2932,1,81,2010,1419,7,0
2933,1,61,1908,1421,8,0
2934,1,40,1422,2026,5,1
2935,1,29,1523,1375,7,1
2936,0,93,1375,1992,4,1
2937,1,95,1281,930,3,0
2938,0,80,1221,1281,10,1
2939,1,47,1278,946,3,0
2940,1,18,950,1274,3,1
2941,1,31,1270,953,5,0
2942,1,61,1245,1277,4,0
2943,1,93,1240,1012,2,0
2944,1,114,1255,1157,7,1
2945,0,46,874,1255,4,1
2946,1,28,1152,1246,2,1
2947,1,33,1242,953,10,0
2948,1,107,1234,1087,4,0
2949,1,9,1231,905,3,0
2950,1,38,909,1227,4,1
2951,1,105,1218,1111,6,0
2952,1,32,1268,1204,3,1
2953,1,115,1017,1223,4,0
2954,1,123,1276,1234,3,0
2955,1,72,1246,1238,3,1
2956,1,29,1190,1261,4,0
2957,1,105,1249,1233,4,0
2958,0,41,1249,1500,4,0
2959,0,49,1249,1531,2,1
2960,1,105,1138,1266,2,0
2961,1,35,1256,1163,2,0
2962,1,43,1111,1275,4,0
2963,1,97,1667,1250,5,0
2964,1,40,1252,1770,3,1
2965,1,57,1689,1254,4,0
2966,1,56,1255,1833,4,1
2967,1,35,2033,1256,1,0
2968,1,46,1525,1232,5,1
2969,1,60,1235,1592,2,1
2970,1,31,1444,1242,7,0
2971,1,60,1246,1565,3,1
2972,1,52,1257,1342,4,1
2973,1,19,1495,1263,3,0
2974,1,41,1790,1265,4,0
2975,1,36,1266,1854,3,1
2976,1,54,1278,1329,7,1
2977,1,42,1290,1436,1,1
2978,1,30,1293,1710,4,1
2979,1,70,958,1289,1,1
2980,1,35,1709,1291,2,0
2981,1,31,1755,1293,4,0
2982,1,64,1296,1702,4,1
2983,1,45,1680,1299,3,0
2984,1,56,1302,1647,3,1
2985,1,42,1303,1876,1,1
2986,1,27,1473,1311,4,0
2987,1,39,1774,1313,3,0
2988,1,19,1302,1236,3,0
2989,1,34,1313,1401,1,1
2990,1,31,1809,1314,5,0
2991,1,54,1323,1451,3,1
2992,1,134,1369,1307,5,1
2993,1,86,1319,1363,1,1
2994,1,30,1324,1599,4,1
2995,1,29,1698,1327,5,0
2996,1,55,1552,1334,5,0
2997,1,34,1289,1321,1,1
2998,1,81,1297,1532,2,0
2999,1,84,1300,1749,2,1
3000,1,56,1302,1696,6,1
3001,1,35,1282,1428,6,0
3002,1,30,1453,1261,3,1
3003,1,21,1235,1246,5,1
3004,1,98,1453,1222,2,1
3005,1,70,1338,1200,4,1
3006,1,82,1208,1406,5,1
3007,1,74,1213,1519,3,1
3008,1,53,1833,1214,3,0
3009,1,41,1185,1590,3,0
3010,1,25,1848,1186,1,0
3011,1,88,1188,1605,1,1
3012,1,60,2035,1629,5,1
3013,1,79,1609,1754,6,0
3014,1,52,1584,1957,3,0
3015,1,68,1374,1553,3,1
3016,1,40,1813,1528,11,1
3017,1,71,1503,1819,11,0
3018,1,56,1669,1481,2,1
3019,1,37,1467,1454,5,0
3020,1,28,1429,1384,5,0
3021,1,46,1453,1412,4,1
3022,1,51,1385,1637,10,0
3023,1,66,1235,1375,2,1
3024,1,26,1431,1355,1,1
3025,1,53,1763,1358,4,0
3026,1,19,1306,1546,4,0
3027,1,32,1248,1291,9,1
3028,1,21,1258,1673,3,0
3029,1,41,1916,1222,9,1
3030,1,50,1788,1187,12,1
3031,1,65,1155,1510,5,0
3032,1,37,1132,1227,4,0
3033,1,27,1113,1122,5,0
3034,1,9,1102,930,4,0
3035,0,59,1102,1810,1,0
3036,1,22,1023,1086,3,1
3037,1,106,1098,1249,1,1
3038,1,79,1241,1112,2,0
3039,1,124,1130,1210,1,1
3040,1,60,1169,1104,3,1
3041,1,88,1114,1384,1,1
3042,1,39,1636,1116,3,0
3043,1,53,1825,1074,2,0
3044,1,28,1074,2151,1,1
3045,1,61,1429,1416,2,0
3046,1,64,1425,1447,6,1
3047,1,127,1451,1414,4,1
3048,1,114,1424,1431,7,1
3049,1,43,1436,1389,4,1
3050,1,19,1426,1411,9,0
3051,1,83,1419,1437,5,0
3052,1,69,1399,1449,4,0
3053,1,39,1441,1366,7,0
3054,1,40,1453,1369,9,1
3055,1,114,1464,1465,9,1
3056,1,70,1476,1453,4,1
3057,1,91,1497,1462,5,0
3058,1,51,1472,1498,3,1
3059,1,93,1459,1461,3,1
3060,1,89,1456,1472,4,0
3061,1,43,1462,1441,7,0
3062,1,42,1450,1452,3,1
3063,1,43,1441,1462,6,0
3064,1,66,1451,1451,3,0
3065,1,100,1461,1491,6,1
3066,1,51,1465,1472,2,0
3067,1,67,1462,1424,6,0
3068,1,54,1450,1452,3,1
3069,1,36,1464,1415,6,1
3070,1,63,1417,1454,8,1
3071,1,65,1443,1454,7,0
3072,1,96,1471,1454,2,0
3073,1,50,1465,1438,14,1
3074,1,81,1417,1477,4,0
3075,1,65,1474,1201,5,0
3076,1,21,1510,1483,3,0
3077,1,35,1480,1494,10,0
3078,1,42,1498,1768,6,1
3079,1,48,1510,1452,7,1
3080,1,75,1435,1523,3,0
3081,1,66,1536,1460,5,1
3082,1,21,1514,1547,9,0
3083,1,61,1559,1514,6,1
3084,1,78,1568,1581,13,1
3085,1,38,1475,1560,5,1
3086,1,113,1561,1525,5,0
3087,1,40,1553,1459,9,0
3088,1,42,1456,1556,3,0
3089,1,145,1546,1532,5,0
3090,1,78,1543,1536,2,1
3091,1,40,1547,1513,6,1
3092,1,76,1477,1560,1,0
3093,1,89,1551,1486,7,0
3094,1,61,1472,1564,1,0
3095,1,78,1436,1568,2,1
3096,1,59,1567,1108,1,0
3097,1,89,1301,1587,2,0
3098,1,103,1292,1622,2,0
3099,1,163,1616,1404,1,0
3100,1,19,1613,1279,1,0
3101,1,53,1607,1403,1,0
3102,1,71,1600,1421,1,0
3103,1,88,1580,1763,3,1
3104,1,140,1711,1753,7,1
3105,1,69,2211,1900,5,0
3106,1,76,2070,2203,13,1
3107,1,155,2196,2030,8,0
3108,1,75,2290,2205,9,0
3109,1,59,1962,2219,4,0
3110,1,64,1966,2214,3,1
3111,1,72,2232,2081,9,1
3112,1,67,2169,2221,4,1
3113,1,93,2209,2193,11,0
3114,1,39,1788,2207,11,1
3115,1,52,2202,1915,9,0
3116,1,121,2199,1843,7,0
3117,1,66,2178,2187,2,1
3118,1,7,2173,2189,4,0
3119,1,101,2167,1933,4,0
3120,1,56,2080,2157,6,1
3121,1,122,2176,2027,2,1
3122,1,87,2018,2167,4,1
3123,1,84,1989,2160,4,1
3124,1,81,2147,2120,3,0
3125,1,33,2145,1631,4,0
3126,1,48,1692,2143,4,1
3127,1,25,1690,2141,7,1
3128,1,93,2129,2088,4,0
3129,1,73,2022,2148,5,0
3130,1,67,2146,1645,11,0
3131,1,83,1739,2143,9,1
3132,1,118,2155,1758,3,0
3133,1,65,2148,1947,4,0
3134,1,78,1852,1874,3,1
3135,1,87,1828,1767,2,0
3136,1,54,1863,1831,3,1
3137,1,17,1846,1561,3,0
3138,1,136,1565,1831,3,1
3139,1,79,1814,1569,3,0
3140,1,42,1741,1771,3,1
3141,1,63,1712,1752,3,0
3142,1,133,1832,1762,5,0
3143,1,49,1921,1815,11,0
3144,1,42,1581,1767,3,1
3145,1,138,1410,1736,3,1
3146,1,52,1688,1414,2,0
3147,1,74,1852,1862,13,1
3148,1,107,1868,1716,2,1
3149,1,62,1881,1825,4,1
3150,1,57,1854,1893,5,0
3151,1,73,1885,1798,2,0
3152,1,45,1864,2267,13,0
3153,1,155,1832,1877,3,0
3154,1,75,1859,1741,2,0
3155,1,33,1913,1643,1,0
3156,1,42,1732,1653,4,0
3157,1,91,1645,1525,8,0
3158,1,56,1663,1631,3,1
3159,1,105,2063,1633,11,0
3160,1,82,1445,1627,6,1
3161,1,67,1625,1212,9,0
3162,1,64,1634,1715,4,1
3163,1,53,2054,1636,9,0
3164,1,70,1638,2075,8,1
3165,1,53,1617,2024,9,0
3166,1,55,1727,1625,5,0
3167,1,56,1638,1606,4,1
3168,1,42,973,1173,1,1
3169,1,43,1170,981,3,0
3170,1,73,1272,986,1,0
3171,1,78,999,1068,3,1
3172,1,93,979,1043,2,0
3173,1,41,906,1001,3,0
3174,1,45,1053,1017,3,0
3175,1,72,1037,1004,2,1
3176,1,56,1059,1016,4,1
3177,1,76,1036,1035,3,1
3178,1,69,1261,1045,1,0
3179,1,19,1351,1052,8,0
3180,1,98,1071,1118,2,1
3181,1,109,1064,1174,4,0
3182,1,27,1378,1071,6,0
3183,1,36,1092,1143,1,1
3184,1,59,1140,1117,3,0
3185,1,56,1141,1168,2,1
3186,1,39,1221,1166,5,0
3187,1,72,1296,1120,3,1
3188,1,44,1136,1344,4,1
3189,1,39,1076,1343,3,0
3190,1,101,1004,1085,4,0
3191,1,70,1023,1197,5,0
3192,1,61,1190,1052,3,0
3193,1,53,1110,1104,5,0
3194,1,38,1152,1218,2,1
3195,1,30,1221,1238,3,1
3196,1,84,1135,1129,3,1
3197,1,33,1218,1266,3,0
3198,1,62,1500,1398,6,1
3199,1,46,1500,1504,5,1
3200,1,23,1644,1638,8,0
3201,0,38,1638,2019,5,1
3202,1,43,1500,1770,4,0
3203,0,77,1480,1496,7,0
3204,0,87,1480,1310,8,0
3205,0,104,1082,1480,4,1
3206,0,44,1480,1488,6,1
3207,0,71,1359,1480,8,0
3208,0,36,1350,1480,6,1
3209,0,23,1480,1350,6,0
3210,0,40,1357,1480,5,0
3211,0,49,1480,1500,7,0
3212,0,52,1500,1480,6,1
3213,0,100,1444,1480,4,1
3214,0,38,1480,1376,6,1
3215,0,35,1480,1027,7,0
3216,0,14,1027,1480,7,1
3217,0,35,1480,1499,5,0
3218,0,77,1480,1357,7,0
3219,0,59,1480,1500,5,0
3220,0,40,1225,1480,6,1
3221,0,40,1480,1490,8,1
3222,0,54,1316,1480,6,1
3223,0,71,1082,1480,6,0
3224,0,55,1480,1161,7,0
3225,0,16,1500,1480,6,1
3226,0,66,1314,1480,3,1
3227,0,50,1225,1480,7,0
3228,0,108,1480,1298,6,1
3229,0,25,1480,1456,7,1
3230,0,57,1480,1465,8,0
3231,0,51,1480,1209,3,0
3232,0,58,1209,1480,1,1
3233,0,64,1500,1480,2,1
3234,0,60,1500,1480,1,1
3235,0,141,1480,1221,8,0
3236,0,58,1480,1500,4,1
3237,0,63,1480,1282,11,0
3238,0,154,1276,1480,3,1
3239,0,109,1475,1480,7,0
3240,0,22,1301,1480,5,1
3241,0,55,1480,1301,7,0
3242,0,35,1500,1480,3,0
3243,0,59,1480,1233,4,0
3244,0,6,1480,1269,5,0
3245,0,148,1498,1480,7,1
3246,0,49,1480,944,7,0
3247,1,16,1109,1171,7,1
3248,1,29,1269,1136,4,0
3249,1,78,1197,1078,1,1
3250,1,25,1637,1205,1,0
3251,1,59,1137,1324,2,0
3252,1,55,1181,1200,4,0
3253,1,15,1123,1256,1,0
3254,1,75,1290,1179,4,0
3255,1,5,1297,1346,3,0
3256,0,46,1346,1354,2,1
3257,1,35,1545,1500,5,0
3258,0,39,1500,1409,2,0
3259,1,28,1500,1725,1,1
3260,0,63,1691,1500,5,0
3261,0,51,1500,1500,3,0
3262,0,26,1500,1542,3,1
3263,0,35,1542,1500,2,0
3264,0,10,1500,1827,3,1
3265,0,58,1500,1348,3,1
3266,1,52,1500,1331,3,1
3267,1,84,1876,1906,5,1
3268,1,79,1837,1900,4,0
3269,1,40,1923,1887,6,1
3270,1,64,1935,1875,5,1
3271,1,66,1885,1897,9,1
3272,1,141,1874,1876,2,0
3273,1,68,1883,1961,5,1
3274,1,59,1872,1895,2,0
3275,1,56,1907,1860,3,1
3276,1,41,1847,1921,6,0
3277,1,68,1932,1951,3,1
3278,1,92,1972,1919,4,1
3279,1,126,1929,1955,3,1
3280,1,56,1941,1925,9,1
3281,1,102,1947,1929,5,1
3282,1,114,1941,1925,6,1
3283,1,36,1947,2114,8,1
3284,1,3,1942,2119,3,0
3285,1,112,1949,2104,9,1
3286,0,99,1176,1704,6,1
3287,0,54,1259,1704,3,1
3288,0,74,1307,1704,5,1
3289,0,25,1691,1704,9,0
3290,0,73,1432,1704,1,0
3291,0,25,1459,1704,7,0
3292,0,21,1746,1704,5,0
3293,0,40,1500,1521,1,1
3294,1,153,2001,1740,3,0
3295,1,126,1759,1532,4,1
3296,1,62,1757,1895,6,1
3297,1,45,1853,1766,5,0
3298,1,92,1579,1760,4,1
3299,1,143,1768,1824,4,0
3300,1,68,1775,1544,3,0
3301,1,71,1603,1559,1,0
3302,1,45,1371,1576,4,0
3303,1,62,1455,1568,4,1
3304,1,62,1581,1535,3,1
3305,1,38,1585,1820,6,1
3306,1,23,1633,1595,8,0
3307,1,68,1795,1578,5,1
3308,1,16,1489,1592,3,0
3309,1,52,1602,1636,4,1
3310,1,67,1591,1581,6,0
3311,1,105,1547,1604,4,0
3312,1,39,1594,1554,4,0
3313,1,29,1578,1787,7,0
3314,1,51,1568,1549,12,0
3315,1,148,1371,1573,4,0
3316,1,23,1635,1583,6,0
3317,1,111,1576,1437,5,0
3318,1,51,1567,1494,6,0
3319,1,62,1504,1558,7,1
3320,1,38,1600,1545,6,1
3321,1,83,1532,1614,5,0
3322,1,26,1629,1517,4,1
3323,1,49,1525,1633,6,1
3324,1,74,1649,1510,2,1
3325,1,60,1525,1385,7,1
3326,1,118,1531,1689,5,1
3327,1,94,1545,1461,6,1
3328,1,118,1612,1531,6,1
3329,1,52,1534,1868,6,1
3330,1,116,1600,1521,2,1
3331,1,35,1533,1532,7,0
3332,1,99,1532,1472,3,0
3333,1,47,1632,1541,6,0
3334,1,170,1551,1574,6,1
3335,1,99,1628,1560,9,0
3336,1,101,1638,1570,4,0
3337,1,64,1575,1772,5,1
3338,1,87,1477,1590,4,0
3339,1,118,1651,1608,4,0
3340,1,121,1598,1539,6,0
3341,1,131,1586,1607,8,0
3342,1,79,1585,1045,4,0
3343,1,35,1671,1594,7,0
3344,1,30,1633,1604,3,0
3345,1,21,1616,1600,6,1
3346,1,65,1939,1619,4,0
3347,1,102,1423,1614,2,1
3348,1,78,1628,1538,7,1
3349,1,41,1838,1610,5,0
3350,1,82,2067,1843,3,0
3351,1,55,1825,2109,11,0
3352,1,71,2099,1829,4,0
3353,1,108,1836,1987,11,1
3354,1,113,1817,2085,5,0
3355,1,43,1799,2073,8,0
3356,1,100,1867,1785,8,1
3357,1,97,1771,1875,2,0
3358,1,36,1861,1757,4,1
3359,1,26,1728,1769,3,0
3360,1,40,1786,1609,6,1
3361,1,98,1500,1782,3,1
3362,1,32,1684,1785,5,0
3363,1,59,1782,1484,4,0
3364,1,29,1809,1792,5,0
3365,1,34,1805,1757,2,1
3366,1,35,1803,1335,4,0
3367,1,69,1663,1826,5,0
3368,1,41,1813,1874,5,0
3369,1,127,1801,1854,2,0
3370,1,45,1808,1947,5,1
3371,1,46,1831,1796,5,1
3372,1,19,1480,1815,8,0
3373,1,83,1806,1728,11,0
3374,1,65,1798,1885,8,0
3375,1,86,1804,1869,5,0
3376,1,97,1858,1814,3,0
3377,1,105,1812,1874,4,0
3378,1,51,1847,1822,8,0
3379,1,53,1888,1831,3,0
3380,1,64,1839,1967,11,1
3381,1,76,1846,1977,5,1
3382,1,76,1845,2011,14,1
3383,1,33,1997,1852,3,0
3384,1,139,1976,1848,6,0
3385,1,65,1841,1847,3,0
3386,1,25,1235,1669,6,0
3387,1,67,1924,1674,6,0
3388,1,96,1693,1455,4,1
3389,1,62,1683,1619,11,0
3390,1,102,1588,1674,6,1
3391,1,63,1661,1680,4,0
3392,1,46,1199,1659,6,1
3393,1,100,1565,1673,10,0
3394,1,134,1690,1540,5,1
3395,1,72,1696,1896,11,1
3396,1,81,1888,1702,8,0
3397,1,87,1696,1515,8,0
3398,1,56,1554,1713,4,0
3399,1,160,1722,1817,9,1
3400,1,60,1720,1334,2,0
3401,1,119,1718,1205,5,0
3402,1,18,1652,1708,5,1
3403,1,109,1525,1494,5,1
3404,1,84,1530,1561,3,1
3405,1,76,1575,1516,10,1
3406,1,65,1514,1108,5,0
3407,1,27,1602,1523,5,0
3408,1,13,1538,1452,5,1
3409,1,66,1541,1900,7,1
3410,1,79,1708,1548,2,0
3411,1,76,1270,1544,5,1
3412,0,70,1733,1732,4,1
3413,0,105,1732,1733,2,0
3414,0,5,1733,1732,2,0
3415,0,8,1732,1733,2,1
3416,0,60,1733,1732,5,1
3417,0,54,1732,1733,15,1
3418,0,53,1733,1732,4,0
3419,0,55,1732,1654,8,0
3420,0,64,1654,1732,6,1
3421,0,146,1732,1733,5,1
3422,0,113,1732,1733,7,0
3423,0,102,1733,1732,12,1
3424,0,15,1733,1732,4,0
3425,1,33,1558,1551,4,0
3426,1,119,1532,1546,2,0
3427,1,50,1377,1520,2,1
3428,1,66,1429,1487,4,1
3429,0,45,1249,1500,1,0
3430,0,36,1249,1500,11,1
3431,1,31,1202,1238,4,0
3432,1,51,1227,1254,5,0
3433,1,29,1134,1259,5,0
3434,0,11,1500,1134,2,0
3435,1,77,1220,1205,5,0
3436,1,42,1278,1357,3,1
3437,0,16,1278,1711,4,1
3438,0,58,1278,1500,2,1
3439,0,41,1500,1278,2,0
3440,0,16,1278,1500,2,1
3441,0,18,1018,1278,7,0
3442,0,10,1278,1500,3,1
3443,0,6,1278,1500,3,1
3444,0,7,1620,1278,3,0
3445,0,74,1278,1500,6,1
3446,0,53,1500,1278,4,0
3447,0,79,1546,1278,5,0
3448,0,70,1278,1611,3,1
3449,0,47,1406,1278,6,0
3450,1,41,1477,1364,3,0
3451,0,21,1364,1283,6,0
3452,0,87,1400,1259,2,0
3453,0,57,1423,1400,2,0
3454,0,60,1400,1476,2,1
3455,0,72,1290,1400,1,1
3456,0,73,1530,1400,2,0
3457,0,27,1619,1400,2,0
3458,0,44,1400,1619,3,1
3459,0,72,1302,1400,2,1
3460,0,113,1400,1475,3,0
3461,0,46,1400,1476,2,0
3462,0,16,1741,1400,2,0
3463,0,73,1400,1028,2,0
3464,0,106,1766,1400,2,0
3465,0,51,1437,1400,2,0
3466,0,18,1352,1400,2,1
3467,0,95,1631,1400,5,0
3468,0,18,1559,1400,2,0
3469,0,64,1400,1635,2,1
3470,0,9,1400,1381,3,0
3471,0,25,1171,1400,2,1
3472,0,59,1318,1400,2,0
3473,0,85,1400,1372,2,0
3474,0,30,1400,1387,3,1
3475,0,15,1371,1400,2,0
3476,0,66,1400,1349,3,1
3477,0,38,1675,1400,2,1
3478,0,18,1515,1400,2,1
3479,0,81,1400,1332,2,0
3480,0,58,1366,1400,2,1
3481,0,31,1589,1400,2,1
3482,0,49,1400,1466,3,0
3483,0,44,1400,1437,2,1
3484,0,65,1566,1400,1,0
3485,0,40,1356,1400,2,1
3486,0,28,1400,1395,2,1
3487,0,56,1500,1400,2,1
3488,0,19,1400,1396,2,0
3489,0,105,1400,1412,2,0
3490,0,40,1442,1400,1,1
3491,0,50,1532,1503,4,1
3492,1,40,1385,1526,7,1
3493,1,90,1537,1509,8,1
3494,1,42,1470,1528,6,1
3495,1,15,1477,1541,6,0
3496,1,48,1556,1420,4,1
3497,1,15,1552,1314,3,0
3498,1,57,1545,1393,4,0
3499,1,50,1517,1535,3,1
3500,1,44,1514,1524,3,1
3501,1,52,1552,1512,5,1
3502,1,40,1499,1501,2,1
3503,1,27,1492,1456,5,0
3504,1,95,1484,1378,6,0
3505,1,138,1394,1475,6,1
3506,1,23,1491,1283,5,1
3507,1,48,1508,1243,4,1
3508,1,128,1275,1504,1,1
3509,1,16,1514,1515,5,1
3510,1,34,1482,1504,5,1
3511,1,131,1552,1491,3,0
3512,1,28,1455,1480,6,1
3513,1,31,1352,1496,3,0
3514,1,46,1507,1494,3,1
3515,1,35,1496,1489,4,0
3516,1,52,1461,1486,11,1
3517,1,23,1475,1465,3,0
3518,1,111,2193,1882,10,0
3519,1,19,2193,1963,5,0
3520,1,40,1927,2193,10,1
3521,1,13,2193,1965,6,0
3522,1,4,1996,2193,2,1
3523,1,36,1799,2193,10,1
3524,1,53,2193,1799,8,0
3525,1,46,1799,2193,3,1
3526,1,135,2145,2193,7,0
3527,0,24,1814,2193,7,1
3528,0,57,2193,1864,6,0
3529,0,19,2193,2002,10,0
3530,1,62,2037,2157,8,1
3531,1,51,2105,2047,3,0
3532,1,33,2029,2040,7,0
3533,1,47,1939,2177,7,0
3534,1,31,2115,1945,6,0
3535,1,38,1953,1973,7,1
3536,1,27,1500,1906,8,0
3537,0,52,1861,1500,6,1
3538,0,127,1500,2119,9,0
3539,0,138,2119,1500,10,1
3540,0,28,1281,1500,1,1
3541,0,43,1500,1281,6,0
3542,1,80,1633,1625,11,1
3543,1,21,1667,1634,9,0
3544,1,49,1645,1645,5,0
3545,1,60,1653,1742,3,1
3546,1,45,1666,1663,8,0
3547,1,112,1679,1652,3,1
3548,1,171,1641,1643,3,0
3549,1,65,1629,1699,3,0
3550,1,114,1588,1619,11,1
3551,0,75,2222,2126,12,0
3552,0,114,2070,2126,8,1
3553,0,68,1287,2126,1,1
3554,0,3,1081,2126,3,0
3555,0,46,2126,1878,8,1
3556,0,35,2126,1225,4,0
3557,1,91,1659,2126,16,0
3558,0,30,1911,2126,9,1
3559,1,106,2009,2126,9,1
3560,0,35,2126,1845,8,0
3561,0,93,2126,1125,7,0
3562,0,40,2126,2047,9,0
3563,0,48,2047,2126,9,1
3564,1,51,2126,2202,6,0
3565,1,32,1673,2126,10,1
3566,0,29,1768,2126,4,1
3567,1,62,2057,2126,10,1
3568,1,24,2101,2048,10,1
